bookid,paixu,CASno,bookname,enbookname,ordernum,fapiaonum,krname,date1,date2,cjsl,style,price1,price2,ysfs,ysfy,hl,zsh,huokuan,lirun,yundan,date3,cpgg,baozhuang,isyp,gyscontact,gysname,iskucun,kucun,fj1,fj2,ywy,isjs,isdh,isfh,isfp,isfxbg,zhfrom,ists,date4,issh,iskp,isgcfp,mylx,ishx,date5,iswcts,ishkqf,qgchk,krqk,isok,krkpdz,krfhdz,content
4835,1,6284-40-8,葡甲胺,Meglumine,32592,,0002-英国-Mol,2011-2-9,5~8天,30kg,0,75/公斤,24.50 USD per 1 kg,TNT,,,735,2250,1700,389 624 144,,,,0,曹经理电话:0512-66658588 0512-66658898,苏州敬业医药化工有限公司,0,,,,马燕芬,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4836,1,16357-59-8,2-乙氧基-1-乙氧碳酰基-1comma_format_wuq2-二氢喹啉,N-Ethoxycarbonyl-2-ethoxy-1comma_format_wuq2-dihydroquinoline,32588,,0002-英国-Mol,2011-2-9,,12 kg,0,600/kg,135.00 USD per 1 kg,TNT,,,1620,7200,2650,547 376 172,,,,1,朱经理 13906211132,苏州昊帆生物科技有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4837,1,121-57-3,对氨基苯磺酸,Sulfanilic acid,32584,,0002-英国-Mol,2011-2-9,5~8天,25kg,0,18/kg,14.00 USD per 1 kg,TNT,,,350,450,350,389 624 229,,,,0,13933130787 刘经理,石家庄昌佳化工厂,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4838,1,96-82-2,乳糖酸,Lactobionic acid,32579,,0002-英国-Mol,2011-2-9,2月23日前交货,25 kg,0,430/公斤,81.00 USD per 1 kg,TNT,,,2025,10750,660,547 375 852,,,,0,陈经理0579-88556788,兰溪苏格生物有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4840,1,206996-61-4,水合乙酰丙酮化铈(III),Cerium (III) 2comma_format_wuq4-pentanedionate hydrate,32576,,0002-英国-Mol,2011-2-9,2月18日前,5kg,0,450/kg,99.00 USD per 1 kg,TNT,,,495,2250,500,389 624 246,,,,0,冯先生:13951046090     0514-83884028    83880158,扬州市兴业助剂有限公司,0,,,,蓝海霞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4841,1,965-52-6,硝呋酚酰肼,Nifuroxazid,32574,,0002-英国-Mol,2011-2-9,5~8天,1kg,0,170/公斤,138.00 USD per 1 kg,TNT,,,138,170,600,389 624 246,,,,0,翟小姐 +86 21 52045803,江苏宝众宝达药业有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,1,0,0,0,,0,1,,,0,,,
4842,1,3600-86-0,2comma_format_wuq5-二甲氧基苯乙胺,,,,Jason L beattie,2011-2-9,,250g,0,1200,380,FEDEX,,,380,1200,1000,8721 1439 5010,,,,0,13806140155 史先生,常州润迪化工有限公司,0,,,,赵国梁,0,1,1,0,0,,0,,1,0,0,0,0,,0,1,,,0,,,
4843,1,78-88-6,2comma_format_wuq3-二氯丙烯,2comma_format_wuq3-Dichloro-1-propene,80718,,0003 德国-Mole,2011-2-10,5~8天,3kg,0,150/3kg,99.00 USD per 1 kg,TNT,,,297,150,1400,389 624 215,,,,0,李经理13975099833,岳阳磊鑫化工,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4844,1,98-02-2,糠(基)硫醇,Furfuryl mercaptan,32662,,0002-英国-Mol,2011-2-10,5~8天,1公斤,0,150,150.00 USD per 1 kg,TNT,,,150,150,600,389 624 144,,,,0,王先生  0632-5658328,滕州市悟通香料有限责任公司,0,,,,马燕芬,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4845,1,Hesperidin,二氢黄酮甙,520-26-3,32660,,0002-英国-Mol,2011-2-10,5~8天,1kg,0,300,150.00 USD per 1 kg,TNT,,,150,300,500,389 624 246,,,,0,高小姐 13618055745 028-86273298/86271328,成都超人植化开发有限公,0,,,,蓝海霞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4846,1,149-11-1,异辛酸铜,Copper (II) 2-ethylhexanoate,32594,,0002-英国-Mol,2011-2-10,5~8天,1kg,0,30,120.00 USD per 1 kg,TNT,,,120,30,620,547 376 481,,,,0,顾先生 021-51760709 18939732207,上海明环化工有限公司,0,,,,许航飞,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4847,1,307-35-7,全氟辛基磺酰氟,Perfluorooctanesulfonyl fluoride,32661,,0002-英国-Mol,2011-2-10,5~8天,2公斤,0,450/公斤,159.00 USD per 1 kg,TNT,,,318,900,1000,389 624 229,,,,0,朱小姐,武汉市化学工业研究所有限责任公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4848,1,36457-20-2,尼泊金丁酯钠盐,Butyl-4-hydroxybenzoat sodium salt,410120,,chemos,2011-2-10,5~8天,500g,0,40,USD105/500g,TNT,,,105,40,500,389 624 161,,,,0,,,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4849,1,35285-68-8,尼泊金乙酯钠盐,Sodium ethyl p-hydroxybenzoate,410119,,chemos,2011-2-10,,500g,0,40,USD105/500g,TNT,,,105,40,500,389 624 161,,,,0,,,0,,,,,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4850,1,13598-36-2,亚磷酸,Phosphorous acid,32664,,0002-英国-Mol,2011-2-11,5~8天,50公斤,0,400/50公斤,12.00 USD per 1 kg,TNT,,,600,400,2200,547 375 835,,,,0,黄先生0513-84573047,如东振丰奕洋化工有限公司,0,,,,,0,1,1,0,0,,0,,1,0,0,0,0,,0,1,,,0,,,
4851,1,6284-40-8,葡甲胺,N-Methyl-D-glucamine,32668,,0002-英国-Mol,2011-2-11,5~8天,30公斤,0,75/公斤,26.00 USD per 1 kg,TNT,,,780,2250,1200,389 624 263,,,,0,曹经理0512-66658588,苏州敬业医药化工有限公司,0,,,,,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4852,1,10338-51-9,红景天苷,Salidroside,,,0014- Prous-Spain,2011-2-11,5~8天,100毫克,0,150,130,TNT,,,130,150,400,389 624 277,,,,0,刘昆-18251924383,南京泽朗医药科技有限公司,0,,,,马燕芬,0,1,1,0,0,,0,,1,0,0,0,0,,0,1,,,0,,,
4853,1,6737-42-4,1comma_format_wuq3-双(二苯基膦)丙烷,1comma_format_wuq3-Bis(diphenylphosphino)propane (DPPP),32677,,0002-英国-Mol,2011-2-12,5~8天,1010 g,0,1500,0.32 USD per 1 g,TNT,,,323,1500,500,389 624 246,,,,0,,濮阳惠成化工有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4854,1,112809-51-5,来曲唑,Letrozole,32676,,0002-英国-Mol,2011-2-12,5~8天,1 units of 100 g,0,670,250.00 USD per 100 g,TNT,,,250,670,900,389 624 246,,,,0,陈先生0518-85159068,浙江澳兴生物科技有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4855,1,73183-34-3,联硼酸频那醇酯,Bis(pinacolato)diboron,,,0007-4Chem,2011-2-14,,100g,0,1000,USD260,TNT,,,260,1000,500,389 624 250,,,,0,刘先生  0546-3881006,东营市润达化工有限责任公司,0,,,,蓝海霞,0,1,1,0,0,,0,,1,0,0,0,0,,0,1,,,0,,,
4856,1,5122-95-2,3-联苯硼酸,Biphenyl-3-boronic acid,,,0007-4Chem,2011-2-14,,100g,0,2000,USD420,TNT,,,420,2000,650,389 624 250,,,,0,应发能 13805834035,宁波应发硼纳有限公司,0,,,,,0,1,1,0,0,,0,,1,0,0,0,0,,0,1,,,0,,,
4857,1,3430-17-9,2-溴-3-甲基吡啶,2-Bromo-3-methylpyridine,,,0007-4Chem,2011-2-14,,100g,0,300,USD220,TNT,,,220,300,1050,389 624 250,,,,0,张经理0519-83293217,常州津伟达化工有限公司,0,,,,赵国梁,0,1,1,0,0,,0,,1,0,0,0,0,,0,1,,,0,,,
4858,1,84957-29-9,头孢匹罗,Cefpirome,,,0007-4Chem,2011-2-14,,50g,0,500,USD170,TNT,,,170,500,450,389 624 250,,,,0,李小姐0576-84237293,浙江永宁制药厂,0,,,,蓝海霞,0,1,1,0,0,,0,,1,0,0,0,0,,0,1,,,0,,,
4859,1,1603-41-4,2-氨基-5-甲基吡啶,2-Amino-5-methylpyridine,410137,,chemos,2011-2-15,5~8天,1kg,0,600,USD195/kg,TNT,,,195,600,480,389 624 161,,,,0,李小姐 0519-83293217,常州津伟达化工有限公司,0,,,,,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4860,1,21245-02-3,对-Ncomma_format_wuqN-二甲氨基苯甲酸异辛酯,2-Ethylhexyl 4-(dimethylamino)benzoate,32688,,0002-英国-Mol,2011-2-16,5~8天,10 kg,0,135/公斤,38.00 USD per 1 kg,TNT,,,380,1350,0,389 624 229,,,,0,0519-83132528-何先生,常州市阳光药业有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4861,1,1338-41-6,山梨醇酐硬脂酸酯comma_format_wuq司本60,Sorbitan monostearate,32686,,0002-英国-Mol,2011-2-16,5~8天,10 kg,0,14/公斤,20.00 USD per 1 kg,TNT,,,200,140,500,547 375 849,,,,0,0533-5410953-王先生,淄博市淄川汇通油脂精细化工厂,0,,,,赵国梁,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4863,1,126-14-7,蔗糖八乙酸酯,Sucrose octaacetate,32684,,0002-英国-Mol,2011-2-16,5~8天,10kg,0,70/公斤,32.50 USD per 1 kg,TNT,,,325,700,700,547 375 849,,,,0,杨小姐0579-82277133,浙江迪耳化工有限公司,0,,,,蓝海霞,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4864,1,9003-39-8,聚维酮;PVPcomma_format_wuqK30,Polyvinylpyrrolidone (K30) (Povidone),32685,,0002-英国-Mol,2011-2-16,5~8天,40 kg,0,55/公斤,21.00 USD per 1 kg,TNT,,,840,2200,980,389 624 189,,,,0,李小姐 0391-8696320,博爱新开源制药有限公司,0,,,,马燕芬,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4865,1,77026-92-7,(+/-)-茉莉酸,(+/-)-Jasmonic Acid,410127,,chemos,2011-2-16,5~8天,1g,0,1256,USD310/g,TNT,,,310,1256,700,389 624 161,,,,0,,梯希爱(上海)化成工业发展有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4866,1,13036-57-2,2-氯-4-甲基吡啶,2-Chloro-4-methylpyrimidine,,,0005-Reddy-US,2011-2-16,3月10号前,500g,0,2500,USD535/500g,TNT,,,535,2500,800,547 376 583,,,,0,邹小姐  86 25 5248 6201,苏州博鸿化学工程有限公司,0,,,,马燕芬,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4867,1,7783-56-4,三氟化锑,Antimony (III) fluoride,80735,,0003 德国-Mole,2011-2-17,2月24号前交货,10 kg,0,1800,51.00 USD per 1 kg,TNT,,,510,1800,800,547 376 606,,,,0,杨先生021-52841814,湖南桃江久通冶炼集团,0,,,,许航飞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4868,1,700-12-9,五甲基苯,Pentamethylbenzene,80736,,0003 德国-Mole,2011-2-17,5~8天,1kg,0,2500,528.00 USD per 1 kg,TNT,,,528,2500,850,547 376 606,,,,0,孙经理0566-8171368,安徽东健化工科技有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4869,1,50-24-8,泼尼松龙,Prednisolone,32700,,0002-英国-Mol,2011-2-17,5~8天,100g,0,700,190.00 USD per 100 g,TNT,,,190,700,380,547 375 849,,,,0,张小姐0538-5073168,山东泰华生物科技有限公司,0,,,,蓝海霞,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4870,1,90-96-0,4comma_format_wuq4'-二甲氧基二苯甲酮,4comma_format_wuq4'-Dimethoxybenzophenone,32702,,0002-英国-Mol,2011-2-17,,500 g,0,1000,295.00 USD per 500 g,TNT,,,295,1000,600,389 624 201,,,,0,0518-83866188赖经理,连云港市达瑞化工有限公司,0,,,,蓝海霞,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4871,1,62637-93-8,氧化三甲胺(二水),Trimethylamine-N-oxide dihydrate,32703,,0002-英国-Mol,2011-2-17,5~8天,1kg,0,300,160.00 USD per 1 kg,TNT,,,160,300,550,389 624 201,,,,0,肖先生  0531-88870340,济南诚和生物科技有限公司,0,,,,马燕芬,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4872,1,33892-75-0,5-甲氧基-3comma_format_wuq4-二氢-2H-1-萘酮,5-Methoxy-1-tetralone,32696,,0002-英国-Mol,2011-2-17,5~8天,100g,0,2500,499.00 USD per 100 g,TNT,,,499,2500,680,547 375 852,,,,0,何先生 13659873603   027-87789170,武汉春莺化学科技有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4873,1,25322-68-3,聚乙二醇6000,Polyethylene glycol 6comma_format_wuq000,32698,,0002-英国-Mol,2011-2-17,5~8天,25kg,0,32/公斤,18.00 USD per 1 kg,TNT,,,450,800,600,547 375 906,,,,0,何小姐0419-5169238,辽宁奥克化学有限公司,0,,,,,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4874,1,15686-71-2,头孢氨苄,Cephalexin hydrate,32431,,0002-英国-Mol,2011-2-21,,100g,0,300,190.00 USD per 100 g,TNT,,,190,300,755,547 375 849,,,,0,孙小姐0311-88152807,华北制药股份有限公司,0,,,,马燕芬,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4875,1,335-67-1,全氟辛酸,Perfluorooctanoic acid,410163,,chemos,2011-2-21,,100g,0,300,,TNT,,,0,300,0,547 376 570,,,,0,沈先生 0527-85353566,江苏省泗阳县青云精细化工有限公司,0,,,,蓝海霞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4876,1,88-67-5,邻碘苯甲酸,2-Iodobenzoic acid,32708,,0002-英国-Mol,2011-2-21,5~8天,10kg,0,330/kg,80.00 USD per 1 kg,TNT,,,800,3300,500,547 375 849,,,,0,0519-82610098潘先生,金坛市华邦化工有限公司,0,,,,蓝海霞,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4877,1,122-18-9,N-十六烷基-Ncomma_format_wuqN-二甲基苄基氯化铵,Benzyldimethylhexadecylammonium chloride,32710,,0002-英国-Mol,2011-2-21,5~8天,500g,0,150,135.00 USD per 500 g,TNT,,,135,150,550,547 375 849,,,,0,杨小姐 0519-82618828,江苏省金坛市西南化工研究所,0,,,,马燕芬,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4878,1,112-55-0,十二硫醇,1-Dodecanethiol,80728,,0003 德国-Mole,2011-2-21,,5 kg,0,500,45.00 USD per 1 kg,TNT,,,225,500,480,547 376 606,,,,0,赵经理 13639890880comma_format_wuq,三门峡奥科化工有限公司,0,,,,马燕芬,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4879,1,1308-06-1,四氧化三钴,Cobalt (IIcomma_format_wuqIII) oxide,32580,,0002-英国-Mol,2011-2-22,5~8天,1kg,0,0,105.00 USD per 1 kg,TNT,,,105,0,500,547 375 849,,,,0,李经理0523-87679039,江苏凯力克钴业股份有限公司,0,,,,许航飞,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4880,1,4942-47-6,1-金刚烷乙酸,1-Adamantaneacetic acid,80743,,0003 德国-Mole,2011-2-23,5~8天,50 g,0,400,150.00 USD per 50 g,TNT,,,150,400,500,547 375 866,,,,0,139 96103726 文经理,重庆茂环化工有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4881,1,14924-53-9,环丁烷甲酸乙酯,,119519S / 2ZUK692618,,0035,2011-2-23,3周,25kg,0,1000/kg,USD215/kg,,,,5375,25000,9000,,,,,0,方银龙  13019904422   0419-5167140,辽阳久隆医药化工有限公司,0,,,,蓝海霞,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,3月25日已发样品
4882,1,10347-88-3,3-叔丁基己二酸,3-tert-Butyladipic acid,410170,,chemos,2011-2-23,5~8天,100克,0,350/200克,,TNT,,,0,350,0,547 376 570,,,,0,蒋经理comma_format_wuq15895067988,常州市阳光药业有限公司,0,,,,蓝海霞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4883,1,100-82-3,3-氟苄胺,3-Fluorobenzylamine,80740,,0003 德国-Mole,2011-2-23,5~8天,1kg,0,1300,349.00 USD per 1 kg,TNT,,,349,1300,860,547 376 606,,,,0,0511-87368801耿经理,江苏省句容市中山化工研究所,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4884,1,105-65-7,二硫化二异丙基黄原酸酯,Isopropylxanthic disulfide,32718,,0002-英国-Mol,2011-2-24,3月下旬,600kg,0,37/kg,7.30 USD per 1 kg,,,,4380,22200,7000,,,,,0,手机号码：comma_format_wuq 13909407692. 传真：comma_format_wuq 8690878,甘肃化工研究院,0,,,,赵国梁,0,1,1,0,0,,0,,1,1,0,0,0,,0,1,,,0,,,
4885,1,Chrome Azurol S,铬天青S,1667-99-8,32722,,0002-英国-Mol,2011-2-24,5~8天,2kg,0,630/kg,158.00 USD per 1 kg,TNT,,,316,1260,650,547 375 852,,,,0,万经理 13907388384,娄底市科创化学试剂有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4886,1,7585-39-9,β-环糊精,beta-Cyclodextrin,80746,,0003 德国-Mole,2011-2-24,10~12天,100公斤,0,18/kg,14.00 USD per 1 kg,,,,1400,1800,0,,,,,0,杨先生：13839160810  张小姐15239115252  0391-8510152  013839159385,孟州市华兴有限责任公司,0,,,,蓝海霞,0,1,1,1,0,,0,,1,0,0,0,0,,0,1,,,0,,,2011年3月22日空运
4887,1,35386-24-4,1-(2-甲氧苯基)哌嗪,1-(2-Methoxyphenyl)piperazine,32725,,0002-英国-Mol,2011-2-25,5~8天,500g,0,300,170.00 USD per 500 g,TNT,,,170,300,700,547 375 852,,,,0,0537-4496566  朱小姐,曲阜市弘利化工有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4888,1,301-02-0,油酸酰胺,Oleamide,80747,,0003 德国-Mole,2011-2-25,5~8天,1 kg,0,50,110.00 USD per 1 kg,TNT,,,110,50,550,547 375 866,,,,0,王先生 13397480388 0830-4122742,四川天宇油脂化学有限公司,0,,,,蓝海霞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4889,1,641-70-3,3-硝基邻苯二甲酸酐,3-Nitrophthalic anhydride,80748,,0003 德国-Mole,2011-2-25,5~8天,3kg,0,380/kg,115.00 USD per 1 kg,TNT,,,345,1140,650,547 376 606,,,,0,0523-87381077孙小姐,泰兴盛铭精细化工有限公司,0,,,,许航飞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4890,1,65-45-2,水杨酰胺,,80749,,0003 德国-Mole,2011-2-25,5~8天,100kg,0,34/kg,14.50 USD per 1 kg,,,,1450,3400,2500,,,,,0,0913-4356058  13609138366 宋女士,华阴市锦前程药业有限公司,0,,,,,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,要做鉴定comma_format_wuq3月22日的空运
4891,1,81131-70-6,普伐他汀钠,Pravastatin sodium salt,410156,,chemos,2011-2-25,5~8天,1g,0,0,USD88/g,TNT,,,88,0,420,547 375 945,,,,0,林小姐0763-3865280 13509263211,广州蓝宝制药,0,,,,蓝海霞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4892,1,18979-61-8,4-正丁基间苯二酚,2comma_format_wuq4-Dihydroxy-n-butyl benzene,410182,,chemos,2011-2-25,5~8天,10g,0,0,USD180/5g,TNT,,,220,0,1350,547 376 570,,,,0,陈先生0563-6832688 陈 先 生 013856386318,广德金邦化工有限公司,0,,,,蓝海霞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4893,1,104-49-4,对苯二异氰酸酯,1comma_format_wuq4-Phenylene diisocyanate,410183,,chemos,2011-2-25,3月10号前,20kg,0,220/kg,USD50/kg,TNT,,,1000,4400,800,547 376 019,,,,0,13588363288李经理,杭州伊联化工有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4894,1,88-75-5,2-硝基苯酚,2-Nitrophenol,410186,,chemos,2011-2-25,5~8天,50公斤,0,30/公斤,USD15.5/kg,TNT,,,775,1500,900,547 375 910,,,,0,025-85650138,南京力达宁化学有限公,0,,,,蓝海霞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4895,1,989-51-5,(-)-表没食子儿茶素没食子酸酯,Epigallocatechin gallate,40574,,0010-cay-US,2011-2-25,5~8天,50g,0,500,USD250/50g,TNT,,,250,500,900,547 376 597,,,,0,579-88865135comma_format_wuq鲍经理,浙江一新制药股份有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4896,1,68227-33-8,2comma_format_wuq5comma_format_wuq8comma_format_wuq11-二甲基-6-十二炔-5comma_format_wuq8-二醇,2comma_format_wuq5comma_format_wuq8comma_format_wuq11-Tetramethyldodec-6-yne-5comma_format_wuq8-diol,410148,,chemos,2011-2-25,5~8天,1g,0,,USD89/g,TNT,,,89,0,500,547 376 570,,,,0,022－23028938-807,天津赛菲化学科技发展有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4897,1,3173-72-6,1comma_format_wuq5-萘二异氰酸酯,,410069,,chemos,2011-2-25,,100g,0,0,,TNT,,,0,0,0,547 376 570,,,,0,0571-85381539,杭州伊联化工有限公司,0,,,,蓝海霞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4898,1,624-38-4,对二碘苯,1comma_format_wuq4-Diiodobenzene,l110225003,,0004-SAMCH-Korea,2011-2-25,7days,20kg,0,1050/kg,USD179/kg,TNT,,,3580,21000,1000,547 375 883,,,,0,13331366593马经理,石家庄市康博精细化工,0,,,,,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4899,1,4132-28-9,2comma_format_wuq3comma_format_wuq4comma_format_wuq6-四-o-苄基-D-吡喃葡萄糖,2comma_format_wuq3comma_format_wuq4comma_format_wuq6-Tetra-O-benzyl-D-glucopyranose,32737,,0002-英国-Mol,2011-3-1,2周,500克,0,600,185.00 USD per 500 g,TNT,,,185,600,450,547 375 906,,,,0,李经理 13162937217,沈阳达康医药科技有限公司,0,,,,蓝海霞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4900,1,1327-43-1,硅酸铝镁盐,Aluminum magnesium silicate,410196,,chemos,2011-3-1,5~8天,100克,0,0,USD90/100g,TNT,,,90,0,500,547 375 971,,,,0,张小姐 0527-86206639,泗洪县汇智精细化工有限公司,0,,,,,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4901,1,105512-06-9,炔草酯,Clodinafop-propargyl,410192,,chemos,2011-3-1,5~8天,10g,0,0,USD90/10g,TNT,,,90,0,400,547 376 570,,,,0,李小姐0516-88898333,新沂市永诚化工有限公司,0,,,,许航飞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4902,1,2450-71-7,炔丙胺,2-Propyn-1-ylamine,410205,,chemos,2011-3-1,5~8天,200克,0,450,USD188/200g,TNT,,,188,450,700,547 375 945,,,,0,孙先生  0566-8171368,安徽东健化工科技有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4903,1,247069-27-8,3comma_format_wuq5-二氟-2comma_format_wuq6-二氨基吡啶,3comma_format_wuq5-Difluoropyridine-2comma_format_wuq6-diamine,010881,,0016-DLD-AFRICA,2011-3-1,5~8天,10克,0,1800,USD410/10g,TNT,,,410,1800,500,547 375 923,,,,0,025-58361420赵先生,南京香木化工科技有限责任公司,0,,,,许航飞,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4904,1,372-09-8,氰乙酸,Cyanoacetic acid,80731,,0003 德国-Mole,2011-3-2,5~8天,50 kg = 2 x 25kg,0,50/公斤,21.50 USD per 1 kg,TNT,,,1075,2500,1500,547 375 937,,,,0,张小姐0533-8585678,淄博德丰,0,,,,许航飞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4905,1,53123-88-9,雷帕霉素,Rapamycin,32740,,0002-英国-Mol,2011-3-2,,5 g,0,700/g,145.00 USD per 1 g,TNT,,,725,3500,1100,547 375 906,,,,0,21-50590495 013918123839朱经理,天津新美科技开发有限公司,0,,,,赵国梁,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4906,1,11120-25-5,仲钨酸铵,,410206,,chemos,2011-3-2,5~8天,5kg,0,200/kg,USD63/kg,TNT,,,315,1000,450,547 376 570,,,,0,杨国安(0)13901420450,姜堰市安达有色金属有限公司,0,,,,许航飞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4907,1,95737-68-1,吡丙醚,Pyriproxyfen,410213,,chemos,2011-3-2,,5公斤,0,210元/公斤,USD62/kg,TNT,,,310,1050,465,547 376 570,,,,0,刘小姐0513-84810999 013306294115,如东众意化工有限公司,0,,,,蓝海霞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4908,1,2420-87-3,3comma_format_wuq3'comma_format_wuq4comma_format_wuq4'-联苯四羧酸二酐,3comma_format_wuq3'comma_format_wuq4comma_format_wuq4'-Biphenyltetracarboxylic dianhydride,410212,,chemos,2011-3-2,5~8天,5kg,0,430/kg,USD100/kg,TNT,,,500,2150,600,547 376 570,,,,0,杨0311-83098086,石家庄海力精化有限责任公司,0,,,,蓝海霞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4909,1,31884-77-2   1104-22-9,盐酸美克洛嗪水合物,,410159,,chemos,2011-3-3,5~8天,1g,0,0,USD90/g,TNT,,,90,0,430,547 376 570,,,,0,021-57561621杨小姐,上海里程化工有限公司,0,,,,许航飞,0,1,1,1,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4910,1,464-48-2,左旋樟脑,(1S)-(-)-Camphor,119533S / 8100240113,,0028,2011-3-4,5~8天,5kg,0,4800/公斤,915/kg,顺风快递,,,4575,24000,5000,571 569 711 299,,,,0,张小姐 0916-2237889     13991621155,汉中金汉江医药化工有限公司,0,,,,蓝海霞,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
4911,1,24424-99-5,二碳酸二叔丁酯,,,,0011-Ram-瑞典,2011-3-7,5~8天,5 kg,0,120/公斤,USD68/kg,TNT,,,0,600,1000,547 375 897,,,,0,朱经理 0512-68071238,苏州昊帆生物科技有限公司,0,,,,,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
